id,DCI,ATC,initiale_ATC,niveau_2,Name_Length,niveau_3,niveau_4,initiale_DCI,Longueur_ATC
10753,Chlorophetanol,D01,D,D01,14,D01,D01,C,3
10754,Chlorophetanol,D,D,D,14,D,D,C,1
10755,Alfaxalone,N01AX,N,N01,10,N01A,N01AX,A,5
10756,Alfaxalone,N01A,N,N01,10,N01A,N01A,A,4
10757,Alfaxalone,N01,N,N01,10,N01,N01,A,3
10758,Alfaxalone,N,N,N,10,N,N,A,1
10759,Chlorobutanol,A04AD,A,A04,13,A04A,A04AD,C,5
10760,Chlorobutanol,A04A,A,A04,13,A04A,A04A,C,4
10761,Chlorobutanol,A04,A,A04,13,A04,A04,C,3
10762,Chlorobutanol,A,A,A,13,A,A,C,1
10763,Chloroform,N01AB,N,N01,10,N01A,N01AB,C,5
10764,Chloroform,N01A,N,N01,10,N01A,N01A,C,4
10765,Chloroform,N01,N,N01,10,N01,N01,C,3
10766,Chloroform,N,N,N,10,N,N,C,1
10767,Dichlorophen,P02DX,P,P02,12,P02D,P02DX,D,5
10768,Dichlorophen,P02D,P,P02,12,P02D,P02D,D,4
10769,Dichlorophen,P02,P,P02,12,P02,P02,D,3
10770,Dichlorophen,P,P,P,12,P,P,D,1
10771,Fenbendazole,P02CA,P,P02,12,P02C,P02CA,F,5
10772,Fenbendazole,P02C,P,P02,12,P02C,P02C,F,4
10773,Fenbendazole,P02,P,P02,12,P02,P02,F,3
10774,Fenbendazole,P,P,P,12,P,P,F,1
10775,Oleandomycin,J01RA,J,J01,12,J01R,J01RA,O,5
10776,Oleandomycin,J01R,J,J01,12,J01R,J01R,O,4
10777,Oleandomycin,J01,J,J01,12,J01,J01,O,3
10778,Oleandomycin,J,J,J,12,J,J,O,1
10779,Metrifonate,P02BB,P,P02,11,P02B,P02BB,M,5
10780,Metrifonate,P02B,P,P02,11,P02B,P02B,M,4
10781,Metrifonate,P02,P,P02,11,P02,P02,M,3
10782,Metrifonate,P,P,P,11,P,P,M,1
10783,Virginiamycin,D06AX,D,D06,13,D06A,D06AX,V,5
10784,Virginiamycin,D06A,D,D06,13,D06A,D06A,V,4
10785,Virginiamycin,D06,D,D06,13,D06,D06,V,3
10786,Virginiamycin,D,D,D,13,D,D,V,1
10787,Nalorphine,V03AB,V,V03,10,V03A,V03AB,N,5
10788,Nalorphine,V03A,V,V03,10,V03A,V03A,N,4
10789,Nalorphine,V03,V,V03,10,V03,V03,N,3
10790,Nalorphine,V,V,V,10,V,V,N,1
10791,Dihydrostreptomycin,S01AA,S,S01,19,S01A,S01AA,D,5
10792,Dihydrostreptomycin,S01A,S,S01,19,S01A,S01A,D,4
10793,Dihydrostreptomycin,S01,S,S01,19,S01,S01,D,3
10794,Dihydrostreptomycin,S,S,S,19,S,S,D,1
10795,Masitinib,L01XE,L,L01,9,L01X,L01XE,M,5
10796,Masitinib,L01X,L,L01,9,L01X,L01X,M,4
10797,Masitinib,L01,L,L01,9,L01,L01,M,3
10798,Masitinib,L,L,L,9,L,L,M,1
10799,Lesinurad,M04AB,M,M04,9,M04A,M04AB,L,5
10800,Lesinurad,M04A,M,M04,9,M04A,M04A,L,4
10801,Lesinurad,M04,M,M04,9,M04,M04,L,3
10802,Lesinurad,M,M,M,9,M,M,L,1
10803,Aminacrine,D08AA,D,D08,10,D08A,D08AA,A,5
10804,Aminacrine,D08A,D,D08,10,D08A,D08A,A,4
10805,Aminacrine,D08,D,D08,10,D08,D08,A,3
10806,Aminacrine,D,D,D,10,D,D,A,1
10807,Aluminum chlorohydrate,D09AA,D,D09,22,D09A,D09AA,A,5
10808,Aluminum chlorohydrate,D09A,D,D09,22,D09A,D09A,A,4
10809,Aluminum chlorohydrate,D09,D,D09,22,D09,D09,A,3
10810,Aluminum chlorohydrate,D,D,D,22,D,D,A,1
10811,Elbasvir,J05AP,J,J05,8,J05A,J05AP,E,5
10812,Elbasvir,J05A,J,J05,8,J05A,J05A,E,4
10813,Elbasvir,J05,J,J05,8,J05,J05,E,3
10814,Elbasvir,J,J,J,8,J,J,E,1
10815,Grazoprevir,J05AP,J,J05,11,J05A,J05AP,G,5
10816,Grazoprevir,J05A,J,J05,11,J05A,J05A,G,4
10817,Grazoprevir,J05,J,J05,11,J05,J05,G,3
10818,Grazoprevir,J,J,J,11,J,J,G,1
10819,Ferric oxide,V08CB,V,V08,12,V08C,V08CB,F,5
10820,Ferric oxide,V08C,V,V08,12,V08C,V08C,F,4
10821,Ferric oxide,V08,V,V08,12,V08,V08,F,3
10822,Ferric oxide,V,V,V,12,V,V,F,1
10823,Indigotindisulfonic acid,V04CH,V,V04,24,V04C,V04CH,I,5
10824,Indigotindisulfonic acid,V04C,V,V04,24,V04C,V04C,I,4
10825,Indigotindisulfonic acid,V04,V,V04,24,V04,V04,I,3
10826,Indigotindisulfonic acid,V,V,V,24,V,V,I,1
10827,Venetoclax,L01XX,L,L01,10,L01X,L01XX,V,5
10828,Venetoclax,L01X,L,L01,10,L01X,L01X,V,4
10829,Venetoclax,L01,L,L01,10,L01,L01,V,3
10830,Venetoclax,L,L,L,10,L,L,V,1
10831,Thiocolchicoside,M03BX,M,M03,16,M03B,M03BX,T,5
10832,Thiocolchicoside,M03B,M,M03,16,M03B,M03B,T,4
10833,Thiocolchicoside,M03,M,M03,16,M03,M03,T,3
10834,Thiocolchicoside,M,M,M,16,M,M,T,1
10835,Pipradrol,N06BX,N,N06,9,N06B,N06BX,P,5
10836,Pipradrol,N06B,N,N06,9,N06B,N06B,P,4
10837,Pipradrol,N06,N,N06,9,N06,N06,P,3
10838,Pipradrol,N,N,N,9,N,N,P,1
10839,Asunaprevir,J05AP,J,J05,11,J05A,J05AP,A,5
10840,Asunaprevir,J05A,J,J05,11,J05A,J05A,A,4
10841,Asunaprevir,J05,J,J05,11,J05,J05,A,3
10842,Asunaprevir,J,J,J,11,J,J,A,1
10843,Thimerosal,D08AK,D,D08,10,D08A,D08AK,T,5
10844,Thimerosal,D08A,D,D08,10,D08A,D08A,T,4
10845,Thimerosal,D08,D,D08,10,D08,D08,T,3
10846,Thimerosal,D,D,D,10,D,D,T,1
10847,Bilastine,R06AX,R,R06,9,R06A,R06AX,B,5
10848,Bilastine,R06A,R,R06,9,R06A,R06A,B,4
10849,Bilastine,R06,R,R06,9,R06,R06,B,3
10850,Bilastine,R,R,R,9,R,R,B,1
10851,Domiphen,A01AB,A,A01,8,A01A,A01AB,D,5
10852,Domiphen,A01A,A,A01,8,A01A,A01A,D,4
10853,Domiphen,A01,A,A01,8,A01,A01,D,3
10854,Domiphen,A,A,A,8,A,A,D,1
10855,Levoleucovorin,V03AF,V,V03,14,V03A,V03AF,L,5
10856,Levoleucovorin,V03A,V,V03,14,V03A,V03A,L,4
10857,Levoleucovorin,V03,V,V03,14,V03,V03,L,3
10858,Levoleucovorin,V,V,V,14,V,V,L,1
10859,Normethadone,R05DA,R,R05,12,R05D,R05DA,N,5
10860,Normethadone,R05D,R,R05,12,R05D,R05D,N,4
10861,Normethadone,R05,R,R05,12,R05,R05,N,3
10862,Normethadone,R,R,R,12,R,R,N,1
10863,Lifitegrast,S01XA,S,S01,11,S01X,S01XA,L,5
10864,Lifitegrast,S01X,S,S01,11,S01X,S01X,L,4
10865,Lifitegrast,S01,S,S01,11,S01,S01,L,3
10866,Lifitegrast,S,S,S,11,S,S,L,1
10867,Velpatasvir,J05AP,J,J05,11,J05A,J05AP,V,5
10868,Velpatasvir,J05A,J,J05,11,J05A,J05A,V,4
10869,Velpatasvir,J05,J,J05,11,J05,J05,V,3
10870,Velpatasvir,J,J,J,11,J,J,V,1
10871,Rupatadine,R06AX,R,R06,10,R06A,R06AX,R,5
10872,Rupatadine,R06A,R,R06,10,R06A,R06A,R,4
10873,Rupatadine,R06,R,R06,10,R06,R06,R,3
10874,Rupatadine,R,R,R,10,R,R,R,1
10875,Pirarubicin,L01DB,L,L01,11,L01D,L01DB,P,5
10876,Pirarubicin,L01D,L,L01,11,L01D,L01D,P,4
10877,Pirarubicin,L01,L,L01,11,L01,L01,P,3
10878,Pirarubicin,L,L,L,11,L,L,P,1
10879,Aclarubicin,L01DB,L,L01,11,L01D,L01DB,A,5
10880,Aclarubicin,L01D,L,L01,11,L01D,L01D,A,4
10881,Aclarubicin,L01,L,L01,11,L01,L01,A,3
10882,Aclarubicin,L,L,L,11,L,L,A,1
10883,Zorubicin,L01DB,L,L01,9,L01D,L01DB,Z,5
10884,Zorubicin,L01D,L,L01,9,L01D,L01D,Z,4
10885,Zorubicin,L01,L,L01,9,L01,L01,Z,3
10886,Zorubicin,L,L,L,9,L,L,Z,1
10887,Gestrinone,G03XA,G,G03,10,G03X,G03XA,G,5
10888,Gestrinone,G03X,G,G03,10,G03X,G03X,G,4
10889,Gestrinone,G03,G,G03,10,G03,G03,G,3
10890,Gestrinone,G,G,G,10,G,G,G,1
10891,Perflenapent,V08DA,V,V08,12,V08D,V08DA,P,5
10892,Perflenapent,V08D,V,V08,12,V08D,V08D,P,4
10893,Perflenapent,V08,V,V08,12,V08,V08,P,3
10894,Perflenapent,V,V,V,12,V,V,P,1
10895,Temoporfin,L01XD,L,L01,10,L01X,L01XD,T,5
10896,Temoporfin,L01X,L,L01,10,L01X,L01X,T,4
10897,Temoporfin,L01,L,L01,10,L01,L01,T,3
10898,Temoporfin,L,L,L,10,L,L,T,1
10899,Opicapone,N04BX,N,N04,9,N04B,N04BX,O,5
10900,Opicapone,N04B,N,N04,9,N04B,N04B,O,4
10901,Opicapone,N04,N,N04,9,N04,N04,O,3
10902,Opicapone,N,N,N,9,N,N,O,1
10903,Isavuconazole,J02AC,J,J02,13,J02A,J02AC,I,5
10904,Isavuconazole,J02A,J,J02,13,J02A,J02A,I,4
10905,Isavuconazole,J02,J,J02,13,J02,J02,I,3
10906,Isavuconazole,J,J,J,13,J,J,I,1
10907,Colestilan chloride,V03AE,V,V03,19,V03A,V03AE,C,5
10908,Colestilan chloride,V03A,V,V03,19,V03A,V03A,C,4
10909,Colestilan chloride,V03,V,V03,19,V03,V03,C,3
10910,Colestilan chloride,V,V,V,19,V,V,C,1
10911,Nomegestrol,G03AA,G,G03,11,G03A,G03AA,N,5
10912,Nomegestrol,G03A,G,G03,11,G03A,G03A,N,4
10913,Nomegestrol,G03,G,G03,11,G03,G03,N,3
10914,Nomegestrol,G,G,G,11,G,G,N,1
10915,Delamanid,J04AK,J,J04,9,J04A,J04AK,D,5
10916,Delamanid,J04A,J,J04,9,J04A,J04A,D,4
10917,Delamanid,J04,J,J04,9,J04,J04,D,3
10918,Delamanid,J,J,J,9,J,J,D,1
10919,Artenimol,P01BF,P,P01,9,P01B,P01BF,A,5
10920,Artenimol,P01B,P,P01,9,P01B,P01B,A,4
10921,Artenimol,P01,P,P01,9,P01,P01,A,3
10922,Artenimol,P,P,P,9,P,P,A,1
10923,Amifampridine,N07XX,N,N07,13,N07X,N07XX,A,5
10924,Amifampridine,N07X,N,N07,13,N07X,N07X,A,4
10925,Amifampridine,N07,N,N07,13,N07,N07,A,3
10926,Amifampridine,N,N,N,13,N,N,A,1
10927,Vinflunine,L01CA,L,L01,10,L01C,L01CA,V,5
10928,Vinflunine,L01C,L,L01,10,L01C,L01C,V,4
10929,Vinflunine,L01,L,L01,10,L01,L01,V,3
10930,Vinflunine,L,L,L,10,L,L,V,1
10931,Pitolisant,N07XX,N,N07,10,N07X,N07XX,P,5
10932,Pitolisant,N07X,N,N07,10,N07X,N07X,P,4
10933,Pitolisant,N07,N,N07,10,N07,N07,P,3
10934,Pitolisant,N,N,N,10,N,N,P,1
10935,Tafamidis,N07XX,N,N07,9,N07X,N07XX,T,5
10936,Tafamidis,N07X,N,N07,9,N07X,N07X,T,4
10937,Tafamidis,N07,N,N07,9,N07,N07,T,3
10938,Tafamidis,N,N,N,9,N,N,T,1
10939,Rebamipide,A02BX,A,A02,10,A02B,A02BX,R,5
10940,Rebamipide,A02B,A,A02,10,A02B,A02B,R,4
10941,Rebamipide,A02,A,A02,10,A02,A02,R,3
10942,Rebamipide,A,A,A,10,A,A,R,1
10943,Treosulfan,L01AB,L,L01,10,L01A,L01AB,T,5
10944,Treosulfan,L01A,L,L01,10,L01A,L01A,T,4
10945,Treosulfan,L01,L,L01,10,L01,L01,T,3
10946,Treosulfan,L,L,L,10,L,L,T,1
10947,Naldemedine,A06AH,A,A06,11,A06A,A06AH,N,5
10948,Naldemedine,A06A,A,A06,11,A06A,A06A,N,4
10949,Naldemedine,A06,A,A06,11,A06,A06,N,3
10950,Naldemedine,A,A,A,11,A,A,N,1
10951,Voclosporin,L04AD,L,L04,11,L04A,L04AD,V,5
10952,Voclosporin,L04A,L,L04,11,L04A,L04A,V,4
10953,Voclosporin,L04,L,L04,11,L04,L04,V,3
10954,Voclosporin,L,L,L,11,L,L,V,1
10955,Racecadotril,A07XA,A,A07,12,A07X,A07XA,R,5
10956,Racecadotril,A07X,A,A07,12,A07X,A07X,R,4
10957,Racecadotril,A07,A,A07,12,A07,A07,R,3
10958,Racecadotril,A,A,A,12,A,A,R,1
10959,Ipragliflozin,A10BK,A,A10,13,A10B,A10BK,I,5
10960,Ipragliflozin,A10B,A,A10,13,A10B,A10B,I,4
10961,Ipragliflozin,A10,A,A10,13,A10,A10,I,3
10962,Ipragliflozin,A,A,A,13,A,A,I,1
10963,Tropisetron,A04AA,A,A04,11,A04A,A04AA,T,5
10964,Tropisetron,A04A,A,A04,11,A04A,A04A,T,4
10965,Tropisetron,A04,A,A04,11,A04,A04,T,3
10966,Tropisetron,A,A,A,11,A,A,T,1
10967,Iomeprol,V08AB,V,V08,8,V08A,V08AB,I,5
10968,Iomeprol,V08A,V,V08,8,V08A,V08A,I,4
10969,Iomeprol,V08,V,V08,8,V08,V08,I,3
10970,Iomeprol,V,V,V,8,V,V,I,1
10971,Tezacaftor,R07AX,R,R07,10,R07A,R07AX,T,5
10972,Tezacaftor,R07A,R,R07,10,R07A,R07A,T,4
10973,Tezacaftor,R07,R,R07,10,R07,R07,T,3
10974,Tezacaftor,R,R,R,10,R,R,T,1
10975,Epacadostat,L01XX,L,L01,11,L01X,L01XX,E,5
10976,Epacadostat,L01X,L,L01,11,L01X,L01X,E,4
10977,Epacadostat,L01,L,L01,11,L01,L01,E,3
10978,Epacadostat,L,L,L,11,L,L,E,1
10979,Encorafenib,L01XE,L,L01,11,L01X,L01XE,E,5
10980,Encorafenib,L01X,L,L01,11,L01X,L01X,E,4
10981,Encorafenib,L01,L,L01,11,L01,L01,E,3
10982,Encorafenib,L,L,L,11,L,L,E,1
10983,Ribociclib,L01XE,L,L01,10,L01X,L01XE,R,5
10984,Ribociclib,L01X,L,L01,10,L01X,L01X,R,4
10985,Ribociclib,L01,L,L01,10,L01,L01,R,3
10986,Ribociclib,L,L,L,10,L,L,R,1
10987,Galactose,V08DA,V,V08,9,V08D,V08DA,G,5
10988,Galactose,V08D,V,V08,9,V08D,V08D,G,4
10989,Galactose,V08,V,V08,9,V08,V08,G,3
10990,Galactose,V,V,V,9,V,V,G,1
10991,Icotinib,L01XE,L,L01,8,L01X,L01XE,I,5
10992,Icotinib,L01X,L,L01,8,L01X,L01X,I,4
10993,Icotinib,L01,L,L01,8,L01,L01,I,3
10994,Icotinib,L,L,L,8,L,L,I,1
10995,Rilmenidine,C02AC,C,C02,11,C02A,C02AC,R,5
10996,Rilmenidine,C02A,C,C02,11,C02A,C02A,R,4
10997,Rilmenidine,C02,C,C02,11,C02,C02,R,3
10998,Rilmenidine,C,C,C,11,C,C,R,1
10999,Ebastine,R06AX,R,R06,8,R06A,R06AX,E,5
11000,Ebastine,R06A,R,R06,8,R06A,R06A,E,4
11001,Ebastine,R06,R,R06,8,R06,R06,E,3
11002,Ebastine,R,R,R,8,R,R,E,1
11003,Benfotiamine,A11DA,A,A11,12,A11D,A11DA,B,5
11004,Benfotiamine,A11D,A,A11,12,A11D,A11D,B,4
11005,Benfotiamine,A11,A,A11,12,A11,A11,B,3
11006,Benfotiamine,A,A,A,12,A,A,B,1
11007,Clobetasol,D07AD,D,D07,10,D07A,D07AD,C,5
11008,Clobetasol,D07A,D,D07,10,D07A,D07A,C,4
11009,Clobetasol,D07,D,D07,10,D07,D07,C,3
11010,Clobetasol,D,D,D,10,D,D,C,1
11011,Rifamycin,S01AA,S,S01,9,S01A,S01AA,R,5
11012,Rifamycin,S01A,S,S01,9,S01A,S01A,R,4
11013,Rifamycin,S01,S,S01,9,S01,S01,R,3
11014,Rifamycin,S,S,S,9,S,S,R,1
11015,Talazoparib,L01XX,L,L01,11,L01X,L01XX,T,5
11016,Talazoparib,L01X,L,L01,11,L01X,L01X,T,4
11017,Talazoparib,L01,L,L01,11,L01,L01,T,3
11018,Talazoparib,L,L,L,11,L,L,T,1
11019,Talinolol,C07AB,C,C07,9,C07A,C07AB,T,5
11020,Talinolol,C07A,C,C07,9,C07A,C07A,T,4
11021,Talinolol,C07,C,C07,9,C07,C07,T,3
11022,Talinolol,C,C,C,9,C,C,T,1
11023,Pazufloxacin,J01MA,J,J01,12,J01M,J01MA,P,5
11024,Pazufloxacin,J01M,J,J01,12,J01M,J01M,P,4
11025,Pazufloxacin,J01,J,J01,12,J01,J01,P,3
11026,Pazufloxacin,J,J,J,12,J,J,P,1
11027,Imidapril,C09AA,C,C09,9,C09A,C09AA,I,5
11028,Imidapril,C09A,C,C09,9,C09A,C09A,I,4
11029,Imidapril,C09,C,C09,9,C09,C09,I,3
11030,Imidapril,C,C,C,9,C,C,I,1
11031,Niraparib,L01XX,L,L01,9,L01X,L01XX,N,5
11032,Niraparib,L01X,L,L01,9,L01X,L01X,N,4
11033,Niraparib,L01,L,L01,9,L01,L01,N,3
11034,Niraparib,L,L,L,9,L,L,N,1
11035,Aceneuramic acid,M09AX,M,M09,16,M09A,M09AX,A,5
11036,Aceneuramic acid,M09A,M,M09,16,M09A,M09A,A,4
11037,Aceneuramic acid,M09,M,M09,16,M09,M09,A,3
11038,Aceneuramic acid,M,M,M,16,M,M,A,1
11039,Bictegravir,J05AR,J,J05,11,J05A,J05AR,B,5
11040,Bictegravir,J05A,J,J05,11,J05A,J05A,B,4
11041,Bictegravir,J05,J,J05,11,J05,J05,B,3
11042,Bictegravir,J,J,J,11,J,J,B,1
11043,Tivozanib,L01XE,L,L01,9,L01X,L01XE,T,5
11044,Tivozanib,L01X,L,L01,9,L01X,L01X,T,4
11045,Tivozanib,L01,L,L01,9,L01,L01,T,3
11046,Tivozanib,L,L,L,9,L,L,T,1
11047,Faldaprevir,J05AP,J,J05,11,J05A,J05AP,F,5
11048,Faldaprevir,J05A,J,J05,11,J05A,J05A,F,4
11049,Faldaprevir,J05,J,J05,11,J05,J05,F,3
11050,Faldaprevir,J,J,J,11,J,J,F,1
11051,Baricitinib,L04AA,L,L04,11,L04A,L04AA,B,5
11052,Baricitinib,L04A,L,L04,11,L04A,L04A,B,4
11053,Baricitinib,L04,L,L04,11,L04,L04,B,3
11054,Baricitinib,L,L,L,11,L,L,B,1
11055,Nifurtimox,P01CC,P,P01,10,P01C,P01CC,N,5
11056,Nifurtimox,P01C,P,P01,10,P01C,P01C,N,4
11057,Nifurtimox,P01,P,P01,10,P01,P01,N,3
11058,Nifurtimox,P,P,P,10,P,P,N,1
11059,Esketamine,N01AX,N,N01,10,N01A,N01AX,E,5
11060,Esketamine,N01A,N,N01,10,N01A,N01A,E,4
11061,Esketamine,N01,N,N01,10,N01,N01,E,3
11062,Esketamine,N,N,N,10,N,N,E,1
11063,Ertugliflozin,A10BD,A,A10,13,A10B,A10BD,E,5
11064,Ertugliflozin,A10B,A,A10,13,A10B,A10B,E,4
11065,Ertugliflozin,A10,A,A10,13,A10,A10,E,3
11066,Ertugliflozin,A,A,A,13,A,A,E,1
11067,Neratinib,L01XE,L,L01,9,L01X,L01XE,N,5
11068,Neratinib,L01X,L,L01,9,L01X,L01X,N,4
11069,Neratinib,L01,L,L01,9,L01,L01,N,3
11070,Neratinib,L,L,L,9,L,L,N,1
11071,Indium In-111 pentetreotide,V09IB,V,V09,27,V09I,V09IB,I,5
11072,Indium In-111 pentetreotide,V09I,V,V09,27,V09I,V09I,I,4
11073,Indium In-111 pentetreotide,V09,V,V09,27,V09,V09,I,3
11074,Indium In-111 pentetreotide,V,V,V,27,V,V,I,1
11075,Angiotensin II,C01CX,C,C01,14,C01C,C01CX,A,5
11076,Angiotensin II,C01C,C,C01,14,C01C,C01C,A,4
11077,Angiotensin II,C01,C,C01,14,C01,C01,A,3
11078,Angiotensin II,C,C,C,14,C,C,A,1
11079,Alanyl glutamine,B05XB,B,B05,16,B05X,B05XB,A,5
11080,Alanyl glutamine,B05X,B,B05,16,B05X,B05X,A,4
11081,Alanyl glutamine,B05,B,B05,16,B05,B05,A,3
11082,Alanyl glutamine,B,B,B,16,B,B,A,1
11083,Prulifloxacin,J01MA,J,J01,13,J01M,J01MA,P,5
11084,Prulifloxacin,J01M,J,J01,13,J01M,J01M,P,4
11085,Prulifloxacin,J01,J,J01,13,J01,J01,P,3
11086,Prulifloxacin,J,J,J,13,J,J,P,1
11087,Apalutamide,L02BB,L,L02,11,L02B,L02BB,A,5
11088,Apalutamide,L02B,L,L02,11,L02B,L02B,A,4
11089,Apalutamide,L02,L,L02,11,L02,L02,A,3
11090,Apalutamide,L,L,L,11,L,L,A,1
11091,Rociletinib,L01XE,L,L01,11,L01X,L01XE,R,5
11092,Rociletinib,L01X,L,L01,11,L01X,L01X,R,4
11093,Rociletinib,L01,L,L01,11,L01,L01,R,3
11094,Rociletinib,L,L,L,11,L,L,R,1
11095,Valbenazine,N07XX,N,N07,11,N07X,N07XX,V,5
11096,Valbenazine,N07X,N,N07,11,N07X,N07X,V,4
11097,Valbenazine,N07,N,N07,11,N07,N07,V,3
11098,Valbenazine,N,N,N,11,N,N,V,1
11099,Deflazacort,H02AB,H,H02,11,H02A,H02AB,D,5
11100,Deflazacort,H02A,H,H02,11,H02A,H02A,D,4
11101,Deflazacort,H02,H,H02,11,H02,H02,D,3
11102,Deflazacort,H,H,H,11,H,H,D,1
11103,Flomoxef,J01DC,J,J01,8,J01D,J01DC,F,5
11104,Flomoxef,J01D,J,J01,8,J01D,J01D,F,4
11105,Flomoxef,J01,J,J01,8,J01,J01,F,3
11106,Flomoxef,J,J,J,8,J,J,F,1
11107,Delafloxacin,J01MA,J,J01,12,J01M,J01MA,D,5
11108,Delafloxacin,J01M,J,J01,12,J01M,J01M,D,4
11109,Delafloxacin,J01,J,J01,12,J01,J01,D,3
11110,Delafloxacin,J,J,J,12,J,J,D,1
11111,Dacomitinib,L01XE,L,L01,11,L01X,L01XE,D,5
11112,Dacomitinib,L01X,L,L01,11,L01X,L01X,D,4
11113,Dacomitinib,L01,L,L01,11,L01,L01,D,3
11114,Dacomitinib,L,L,L,11,L,L,D,1
11115,Binimetinib,L01XE,L,L01,11,L01X,L01XE,B,5
11116,Binimetinib,L01X,L,L01,11,L01X,L01X,B,4
11117,Binimetinib,L01,L,L01,11,L01,L01,B,3
11118,Binimetinib,L,L,L,11,L,L,B,1
11119,Benznidazole,P01CA,P,P01,12,P01C,P01CA,B,5
11120,Benznidazole,P01C,P,P01,12,P01C,P01C,B,4
11121,Benznidazole,P01,P,P01,12,P01,P01,B,3
11122,Benznidazole,P,P,P,12,P,P,B,1
11123,Diacerein,M01AX,M,M01,9,M01A,M01AX,D,5
11124,Diacerein,M01A,M,M01,9,M01A,M01A,D,4
11125,Diacerein,M01,M,M01,9,M01,M01,D,3
11126,Diacerein,M,M,M,9,M,M,D,1
11127,Avatrombopag,B02BX,B,B02,12,B02B,B02BX,A,5
11128,Avatrombopag,B02B,B,B02,12,B02B,B02B,A,4
11129,Avatrombopag,B02,B,B02,12,B02,B02,A,3
11130,Avatrombopag,B,B,B,12,B,B,A,1
11131,Thymopentin,L03AX,L,L03,11,L03A,L03AX,T,5
11132,Thymopentin,L03A,L,L03,11,L03A,L03A,T,4
11133,Thymopentin,L03,L,L03,11,L03,L03,T,3
11134,Thymopentin,L,L,L,11,L,L,T,1
11135,Vosaroxin,L01XX,L,L01,9,L01X,L01XX,V,5
11136,Vosaroxin,L01X,L,L01,9,L01X,L01X,V,4
11137,Vosaroxin,L01,L,L01,9,L01,L01,V,3
11138,Vosaroxin,L,L,L,9,L,L,V,1
11139,Abemaciclib,L01XE,L,L01,11,L01X,L01XE,A,5
11140,Abemaciclib,L01X,L,L01,11,L01X,L01X,A,4
11141,Abemaciclib,L01,L,L01,11,L01,L01,A,3
11142,Abemaciclib,L,L,L,11,L,L,A,1
11143,Fostamatinib,B02BX,B,B02,12,B02B,B02BX,F,5
11144,Fostamatinib,B02B,B,B02,12,B02B,B02B,F,4
11145,Fostamatinib,B02,B,B02,12,B02,B02,F,3
11146,Fostamatinib,B,B,B,12,B,B,F,1
11147,Voxilaprevir,J05AP,J,J05,12,J05A,J05AP,V,5
11148,Voxilaprevir,J05A,J,J05,12,J05A,J05A,V,4
11149,Voxilaprevir,J05,J,J05,12,J05,J05,V,3
11150,Voxilaprevir,J,J,J,12,J,J,V,1
11151,Sarecycline,J01AA,J,J01,11,J01A,J01AA,S,5
11152,Sarecycline,J01A,J,J01,11,J01A,J01A,S,4
11153,Sarecycline,J01,J,J01,11,J01,J01,S,3
11154,Sarecycline,J,J,J,11,J,J,S,1
11155,Letermovir,J05AX,J,J05,10,J05A,J05AX,L,5
11156,Letermovir,J05A,J,J05,10,J05A,J05A,L,4
11157,Letermovir,J05,J,J05,10,J05,J05,L,3
11158,Letermovir,J,J,J,10,J,J,L,1
11159,Gefarnate,A02BX,A,A02,9,A02B,A02BX,G,5
11160,Gefarnate,A02B,A,A02,9,A02B,A02B,G,4
11161,Gefarnate,A02,A,A02,9,A02,A02,G,3
11162,Gefarnate,A,A,A,9,A,A,G,1
11163,Anecortave,S01LA,S,S01,10,S01L,S01LA,A,5
11164,Anecortave,S01L,S,S01,10,S01L,S01L,A,4
11165,Anecortave,S01,S,S01,10,S01,S01,A,3
11166,Anecortave,S,S,S,10,S,S,A,1
11167,Oxitropium,R03BB,R,R03,10,R03B,R03BB,O,5
11168,Oxitropium,R03B,R,R03,10,R03B,R03B,O,4
11169,Oxitropium,R03,R,R03,10,R03,R03,O,3
11170,Oxitropium,R,R,R,10,R,R,O,1
11171,Vaborbactam,J01DH,J,J01,11,J01D,J01DH,V,5
11172,Vaborbactam,J01D,J,J01,11,J01D,J01D,V,4
11173,Vaborbactam,J01,J,J01,11,J01,J01,V,3
11174,Vaborbactam,J,J,J,11,J,J,V,1
11175,Cinepazide,C04AX,C,C04,10,C04A,C04AX,C,5
11176,Cinepazide,C04A,C,C04,10,C04A,C04A,C,4
11177,Cinepazide,C04,C,C04,10,C04,C04,C,3
11178,Cinepazide,C,C,C,10,C,C,C,1
11179,Sultamicillin,J01CR,J,J01,13,J01C,J01CR,S,5
11180,Sultamicillin,J01C,J,J01,13,J01C,J01C,S,4
11181,Sultamicillin,J01,J,J01,13,J01,J01,S,3
11182,Sultamicillin,J,J,J,13,J,J,S,1
11183,Lorlatinib,L01XE,L,L01,10,L01X,L01XE,L,5
11184,Lorlatinib,L01X,L,L01,10,L01X,L01X,L,4
11185,Lorlatinib,L01,L,L01,10,L01,L01,L,3
11186,Lorlatinib,L,L,L,10,L,L,L,1
11187,Vinpocetine,N06BX,N,N06,11,N06B,N06BX,V,5
11188,Vinpocetine,N06B,N,N06,11,N06B,N06B,V,4
11189,Vinpocetine,N06,N,N06,11,N06,N06,V,3
11190,Vinpocetine,N,N,N,11,N,N,V,1
11191,Citicoline,N06BX,N,N06,10,N06B,N06BX,C,5
11192,Citicoline,N06B,N,N06,10,N06B,N06B,C,4
11193,Citicoline,N06,N,N06,10,N06,N06,C,3
11194,Citicoline,N,N,N,10,N,N,C,1
